"Message",Normal,"          P/Invoke 'SysFreeString' resolved to 'SysFreeString!OleAut32' from 'SupportedAPIs.xml'."
"Message",Normal,"          P/Invoke 'RoGetBufferMarshaler' resolved to 'RoGetBufferMarshaler!api-ms-win-core-winrt-robuffer-l1-1-0.dll' from 'SupportedAPIs.xml'."
"Message",High,"  Generating code..."
"Message",High,"  Interop code generated."
"Message",Normal,"  Written code to AssemblyInfo.g.cs"
"Message",Normal,"  Written code to Adapters.g.cs"
"Message",Normal,"  Written code to Data.g.cs"
"Message",Normal,"  Written code to Helpers.g.cs"
"Message",Normal,"  Written code to ImplTypes.g.cs"
"Message",Normal,"  Written code to PInvoke.g.cs"
"Message",Normal,"  Written code to SafeTypes.g.cs"
"Message",Normal,"  Written code to SharedStubs.g.cs"
"Message",Normal,"Running 'GenerateCodeAndCompile' transform, heap at 158 MB."
"Message",High,"Compiling interop code"
"Message",Normal,"Compiling generated source code: C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\2.2.10-rel-29722-00\tools\csc\csc.exe /noconfig @""E:\1. IsDB-BISWA\Core-c#\M2 C#\Project\Project_OxfordAcademy_solution\Project_OxfordAcademy\obj\x86\Release\ilc\intermediate\Project_OxfordAcademy.McgInterop.rsp"""
"Message",High,"Generating System.Reflection.DispatchProxy proxy code."
"Message",Normal,"Running 'ReducedCopyInitialize' transform, heap at 158 MB."
"Message",Normal,"Running 'ReducedCopyEmptyTypes' transform, heap at 174 MB."
"Message",Normal,"Running 'ReducedCopyPopulateTypes' transform, heap at 175 MB."
"Message",Normal,"Running 'ReducedCopyLateMetadata' transform, heap at 150 MB."
"Message",Normal,"Running 'ReducedCopyPassResourcesToMutableAssembly' transform, heap at 162 MB."
"Message",Normal,"Running 'ReducedCopyMethodBodies' transform, heap at 162 MB."
"Message",Normal,"Running 'ReducedCopyComplete' transform, heap at 173 MB."
"Message",Normal,"Running 'ReducedCopyCleanup' transform, heap at 184 MB."
"Message",Normal,"Running 'DeveloperExperienceModeOnlyCodeRemover' transform, heap at 34 MB."
"Message",Normal,"Running 'ComImportDetector' transform, heap at 34 MB."
"Message",Normal,"Running 'McgAccessor' transform, heap at 34 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 35 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 36 MB."
"Message",Normal,"Running 'McgTypeOf' transform, heap at 37 MB."
"Message",Normal,"Running 'EventSource' transform, heap at 39 MB."
"Message",Normal,"Running 'ValueType' transform, heap at 39 MB."
"Message",Normal,"Running 'Attribute' transform, heap at 39 MB."
"Message",Normal,"Running 'GetType' transform, heap at 39 MB."
"Message",Normal,"Running 'McgFixups' transform, heap at 39 MB."
"Message",Normal,"Running 'ResourceManagerCtor' transform, heap at 40 MB."
"Message",Normal,"Running 'TypeofTypeHandle' transform, heap at 40 MB."
"Message",Normal,"Running 'DispatchProxyIntrinsics' transform, heap at 43 MB."
"Message",Normal,"Running 'StaticInitData' transform, heap at 43 MB."
"Message",Normal,"Running 'Delegate' transform, heap at 48 MB."
"Message",Normal,"Running 'LazyGenerics' transform, heap at 49 MB."
"Message",Normal,"Running 'AddReflectionBlockedAttributes' transform, heap at 56 MB."
"Message",Normal,"Running 'DisableOptimization' transform, heap at 56 MB."
"Message",Normal,"Running 'ResourceExtractor' transform, heap at 56 MB."
"Message",Normal,"Running 'CreateMetadata' transform, heap at 56 MB."
"Message",Normal,"Running 'StartupCodeInjector' transform, heap at 63 MB."
"Message",Normal,"Running 'SaveRVAStatics' transform, heap at 63 MB."
"Message",Normal,"Running 'ReflectionInvoke' transform, heap at 63 MB."
"Message",Normal,"Running 'ScrubOpenCalls' transform, heap at 63 MB."
"Message",Normal,"Running 'ConvertCatchIntoFilter' transform, heap at 63 MB."
"Message",Normal,"Running 'ReflectionMappingInfoEmit' transform, heap at 63 MB."
"Message",Normal,"Running 'ReflectionIntrinsics' transform, heap at 64 MB."
"Message",Normal,"Running 'ConvertManagedWinMD' transform, heap at 64 MB."
"Message",Normal,"Running 'DebuggerGuidedStepThroughJmc' transform, heap at 64 MB."
"Message",Normal,"Running 'Reducer' transform, heap at 65 MB."
"Message",High,"Cleaning up unreferenced code"
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 55 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"  3562 |         96 | Analysis"
"Message",Normal,"   838 |          0 | GenerateCodeAndCompile"
"Message",Normal,"   327 |          8 | Mcg"
"Message",Normal,"   255 |         16 | ReducedCopyInitialize"
"Message",Normal,"   242 |         20 | WriteAssemblies"
"Message",Normal,"   204 |         11 | ReducedCopyComplete"
"Message",Normal,"   201 |        -10 | Reducer"
"Message",Normal,"   175 |         15 | DumpNativeResources"
"Message",Normal,"    66 |        -25 | ReducedCopyPopulateTypes"
"Message",Normal,"    49 |         12 | ReducedCopyLateMetadata"
"Message",Normal,"    48 |         11 | ReducedCopyMethodBodies"
"Message",Normal,"    48 |       -150 | ReducedCopyCleanup"
"Message",Normal,"    33 |          7 | CreateMetadata"
"Message",Normal,"    19 |          1 | McgRedirect"
"Message",Normal,"    18 |          7 | LazyGenerics"
"Message",Normal,"    17 |          2 | McgTypeOf"
"Message",Normal,"    15 |          5 | StaticInitData"
"Message",Normal,"    14 |          3 | TypeofTypeHandle"
"Message",Normal,"     9 |          1 | McgRedirect"
"Message",Normal,"     7 |          0 | SaveRVAStatics"
"Message",Normal,"     6 |          1 | ReducedCopyEmptyTypes"
"Message",Normal,"     3 |          1 | DebuggerGuidedStepThroughJmc"
"Message",Normal,"     3 |          1 | McgFixups"
"Message",Normal,"     3 |          0 | ResourceExtractor"
"Message",Normal,"     3 |          0 | GetType"
"Message",Normal,"     2 |          0 | DispatchProxyIntrinsics"
"Message",Normal,"     1 |          1 | Delegate"
"Message",Normal,"     1 |          0 | ReflectionIntrinsics"
"Message",Normal,"     1 |          1 | McgAccessor"
"Message",Normal,"     1 |          0 | ScrubOpenCalls"
"Message",Normal,"     0 |          0 | Attribute"
"Message",Normal,"     0 |          0 | DeveloperExperienceModeOnlyCodeRemover"
"Message",Normal,"     0 |          0 | ConvertManagedWinMD"
"Message",Normal,"     0 |          1 | ReflectionMappingInfoEmit"
"Message",Normal,"     0 |          0 | ConvertCatchIntoFilter"
"Message",Normal,"     0 |          0 | ComImportDetector"
"Message",Normal,"     0 |          0 | ResourceManagerCtor"
"Message",Normal,"     0 |          0 | StartupCodeInjector"
"Message",Normal,"     0 |          0 | EventSource"
"Message",Normal,"     0 |          0 | DisableOptimization"
"Message",Normal,"     0 |          0 | AddReflectionBlockedAttributes"
"Message",Normal,"     0 |          0 | ValueType"
"Message",Normal,"     0 |          0 | ReflectionInvoke"
"Message",Normal,"     0 |          0 | ReducedCopyPassResourcesToMutableAssembly"
"Message",Low,"Done executing task ""RunILTransforms""."
"Message",Low,"Done building target ""RunILTransforms"" in file ""ILTransforms""."
"Message",Low,"Done building project ""ILTransforms""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""GenerateMDIL"" in file ""Nutc""."
"Message",Low,""
"Message",High,"Generating native code"
"Message",Low,"Done building target ""MDILPrepareMultiFile"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Done building target ""SetBinaryForReferences"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""GenerateMDILGlobalAnalysis"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x86.microsoft.net.native.compiler\2.2.10-rel-29722-00\tools\x86\ilc\Tools\nutc_driver.exe @""E:\1. IsDB-BISWA\Core-c#\M2 C#\Project\Project_OxfordAcademy_solution\Project_OxfordAcademy\obj\x86\Release\ilc\intermediate\MDIL\Project_OxfordAcademy.rsp""'"
"Message",Low,"Microsoft (R) MDIL Compiler - Version 2.2.29722.00"
"Message",Low,"Copyright (c) Microsoft Corporation.  All rights reserved."
"Message",Low,"Scanning input types"
"Message",Low,"Scanning 924 methods."
"Message",Low,"Scanning 2330 methods."
"Message",Low,"Scanning 1070 methods."
"Message",Low,"Scanning 373 methods."
"Message",Low,"Scanning 215 methods."
"Message",Low,"Scanning 121 methods."
"Message",Low,"Scanning 62 methods."
"Message",Low,"Scanning 150 methods."
"Message",Low,"Scanning 58 methods."
"Message",Low,"Scanning 16 methods."
"Message",Low,"Scanning 4 methods."
"Message",Low,"Scanning 4 methods."
"Message",Low,"Scanning 3 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Scanning 3 methods."
"Message",Low,"Scanning 18 methods."
"Message",Low,"Scanning 44 methods."
"Message",Low,"Scanning 20 methods."
"Message",Low,"Scanning 10 methods."
"Message",Low,"Scanning 6 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Eager code generation"
"Message",Low,"Compiling 5435 methods."
"Message",Low,"Deferred code generation"
"Message",Low,"Call to managed method Initialize succeeded; exit code: 0 while generating CTL.Stack trace metadata statistics"
"Message",Low,"Number of methods emitted:   2167"
"Message",Low,"Metadata blob size:          113843"
"Message",Low,"Method RVA - token map size: 17336"
"Message",Low,"Total native size:           131179"
"Message",Low,"Successfully generated 'E:\1. IsDB-BISWA\Core-c#\M2 C#\Project\Project_OxfordAcademy_solution\Project_OxfordAcademy\obj\x86\Release\ilc\intermediate\MDIL\Project_OxfordAcademy.mdilexe'"
"Message",Low,"Successfully generated 'E:\1. IsDB-BISWA\Core-c#\M2 C#\Project\Project_OxfordAcademy_solution\Project_OxfordAcademy\obj\x86\Release\ilc\intermediate\MDIL\Project_OxfordAcademy.mdilpdb'"
"Message",Low,"Compiled to MDIL code."
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x86.microsoft.net.native.compiler\2.2.10-rel-29722-00\tools\x86\ilc\Tools\nutc_driver.exe @""E:\1. IsDB-BISWA\Core-c#\M2 C#\Project\Project_OxfordAcademy_solution\Project_OxfordAcademy\obj\x86\Release\ilc\intermediate\MDIL\Project_OxfordAcademy.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |     3797 |     3797 |     3797 |     3797 | [0] Nutc GlobalAnalysis"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       3797 ms"
"Message",Normal,"System time per command: 3797 ms"
"Message",Normal,"Total duration:          3797 ms"
"Message",Normal,"Total lifetime:          3797 ms"
"Message",Normal,"Requested DOP:           12"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""GenerateMDILGlobalAnalysis""."
"Message",Low,"Done building target ""GenerateMDILGlobalAnalysis"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""rc"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Windows Kits\10\bin\10.0.19041.0\x64\rc.exe /c ""65001"" /r /fo ""E:\1. IsDB-BISWA\Core-c#\M2 C#\Project\Project_OxfordAcademy_solution\Project_OxfordAcademy\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""E:\1. IsDB-BISWA\Core-c#\M2 C#\Project\Project_OxfordAcademy_solution\Project_OxfordAcademy\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""'"
"Message",Low,"Microsoft (R) Windows (R) Resource Compiler Version 10.0.10011.16384"
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved."
"Message",Normal,"'C:\Program Files (x86)\Windows Kits\10\bin\10.0.19041.0\x64\rc.exe /c ""65001"" /r /fo ""E:\1. IsDB-BISWA\Core-c#\M2 C#\Project\Project_OxfordAcademy_solution\Project_OxfordAcademy\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""E:\1. IsDB-BISWA\Core-c#\M2 C#\Project\Project_OxfordAcademy_solution\Project_OxfordAcademy\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |       16 |       16 |       16 |       16 | [0] rc"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       16 ms"
"Message",Normal,"System time per command: 16 ms"
"Message",Normal,"Total duration:          16 ms"
"Message",Normal,"Total lifetime:          16 ms"
"Message",Normal,"Requested DOP:           12"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""rc""."
"Message",Low,"Task ""ResourceBinaryConcatenate"""
"Message",Normal,"Concatenating into 'E:\1. IsDB-BISWA\Core-c#\M2 C#\Project\Project_OxfordAcademy_solution\Project_OxfordAcademy\obj\x86\Release\ilc\intermediate\Native.res' with alignment '4'."
"Message",Normal," Added 'E:\1. IsDB-BISWA\Core-c#\M2 C#\Project\Project_OxfordAcademy_solution\Project_OxfordAcademy\obj\x86\Release\ilc\intermediate\ILTransformed\Project_OxfordAcademy.res' at offset 0."
"Message",Normal," Added 'E:\1. IsDB-BISWA\Core-c#\M2 C#\Project\Project_OxfordAcademy_solution\Project_OxfordAcademy\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res' at offset 1480."
"Message",Low,"Done executing task ""ResourceBinaryConcatenate""."
"Message",Low,"Done building target ""GenerateBuildInfo"" in file ""Nutc""."
"Message",Low,"Done building project ""Nutc""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""MDILBindPrepare"" in file ""Binder""."
"Message",Low,""
"Message",High,"Generating fixups for native code"
"Message",Low,"Task ""MDILBind"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x86.microsoft.net.native.compiler\2.2.10-rel-29722-00\tools\x86\ilc\Tools\rhbind.exe @""E:\1. IsDB-BISWA\Core-c#\M2 C#\Project\Project_OxfordAcademy_solution\Project_OxfordAcademy\obj\x86\Release\ilc\intermediate\rhbindargs.Project_OxfordAcademy.rsp""'"
"Message",Low,"OS VERSION: major: 6  minor: 2"
"Message",Low,"MDIL: E:\1. IsDB-BISWA\Core-c#\M2 C#\Project\Project_OxfordAcademy_solution\Project_OxfordAcademy\obj\x86\Release\ilc\intermediate\MDIL\Project_OxfordAcademy.mdilexe"
"Message",Low,"MDILPDB: E:\1. IsDB-BISWA\Core-c#\M2 C#\Project\Project_OxfordAcademy_solution\Project_OxfordAcademy\obj\x86\Release\ilc\intermediate\MDIL\Project_OxfordAcademy.mdilpdb"
"Message",Low,"IL: E:\1. IsDB-BISWA\Core-c#\M2 C#\Project\Project_OxfordAcademy_solution\Project_OxfordAcademy\obj\x86\Release\ilc\intermediate\MDIL\Project_OxfordAcademy.ilexe"
"Message",Low,"NI: E:\1. IsDB-BISWA\Core-c#\M2 C#\Project\Project_OxfordAcademy_solution\Project_OxfordAcademy\obj\x86\Release\ilc\intermediate\Native\Project_OxfordAcademy.dll"
"Message",Low,"SHIM: E:\1. IsDB-BISWA\Core-c#\M2 C#\Project\Project_OxfordAcademy_solution\Project_OxfordAcademy\obj\x86\Release\ilc\intermediate\Native\Project_OxfordAcademy.exe"
"Message",Low,"REDHAWK_RUNTIME_DLL_NAME_A=mrt100_app.dll"
"Message",Low,"pdb: E:\1. IsDB-BISWA\Core-c#\M2 C#\Project\Project_OxfordAcademy_solution\Project_OxfordAcademy\obj\x86\Release\ilc\intermediate\Native\Project_OxfordAcademy.pdb"
"Message",Low,"Produced E:\1. IsDB-BISWA\Core-c#\M2 C#\Project\Project_OxfordAcademy_solution\Project_OxfordAcademy\obj\x86\Release\ilc\intermediate\Native\Project_OxfordAcademy.dll in 0.266 seconds"
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\runtime.win10-x86.microsoft.net.native.compiler\2.2.10-rel-29722-00\tools\x86\ilc\Tools\rhbind.exe @""E:\1. IsDB-BISWA\Core-c#\M2 C#\Project\Project_OxfordAcademy_solution\Project_OxfordAcademy\obj\x86\Release\ilc\intermediate\rhbindargs.Project_OxfordAcademy.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       15 |      281 |      281 |      266 |      281 | [0] rhbind Project_OxfordAcademy"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       281 ms"
"Message",Normal,"System time per command: 281 ms"
"Message",Normal,"Total duration:          266 ms"
"Message",Normal,"Total lifetime:          281 ms"
"Message",Normal,"Requested DOP:           12"
"Message",Normal,"Duration DOP:            0.9"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""MDILBind""."
"Message",Low,"Done building target ""MDILBind"" in file ""Binder""."
"Message",Low,"Done building project ""Binder""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""CopyNativeExecutablesToOutput"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Task ""TransformAppxManifest"""
"Message",Low,"Done executing task ""TransformAppxManifest""."
"Message",Low,"Done building target ""TransformAppxManifestAndAddCrt"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Done building target ""CopyPackageResourceFileInRetailBuild"" in file ""Deployment""."
"Message",Low,"Done building project ""Deployment""."
"Message",Low,"Compilation finished"
